generation_number,alpha0y,xi,nicheidx1,amountniche1,amount_change1,nicheidx2,amountniche2,amount_change2,0,0.6,0,0,0,1,83,0
28,0,0.8,0,0,13642,1,950,13771,,,,,,,,
28,2.4,0.6,0,406,1,1,551,0,,,,,,,,
28,0.8,0.2,0,243,0,1,740,1,,,,,,,,
28,1.6,0.6,0,428,5,1,517,5,,,,,,,,
28,3.2,0.6,0,953,0,1,0,0,,,,,,,,
29,2.4,0.2,0,623,0,1,353,0,,,,,,,,
29,0,0.2,0,991,14665,1,0,13730,,,,,,,,
29,3.2,0.4,0,0,0,1,949,0,,,,,,,,
29,0.8,0.6,0,530,48,1,423,78,,,,,,,,
29,1.6,0.2,0,424,0,1,553,0,,,,,,,,
29,3.4,0.2,0,940,0,1,0,0,,,,,,,,
29,1.6,0.4,0,467,0,1,495,0,,,,,,,,
29,0,0.6,0,26,9324,1,931,11186,,,,,,,,
29,0.8,0.4,0,672,18,1,293,28,,,,,,,,
29,0,0.4,0,948,14805,1,8,13920,,,,,,,,
29,2.4,0.4,0,550,0,1,414,0,,,,,,,,
29,0,0.8,0,948,14638,1,0,13771,,,,,,,,
29,2.4,0.6,0,397,1,1,542,0,,,,,,,,
29,0.8,0.2,0,270,0,1,709,1,,,,,,,,
29,1.6,0.6,0,339,5,1,622,5,,,,,,,,
29,3.2,0.6,0,925,0,1,0,0,,,,,,,,
30,2.4,0.2,0,551,0,1,427,0,,,,,,,,
30,0,0.2,0,0,14665,1,989,14730,,,,,,,,
30,3.2,0.4,0,0,0,1,952,0,,,,,,,,
30,0.8,0.6,0,623,52,1,317,80,,,,,,,,
30,1.6,0.2,0,546,0,1,435,0,,,,,,,,
30,3.4,0.2,0,965,0,1,0,0,,,,,,,,
30,1.6,0.4,0,434,0,1,515,0,,,,,,,,
30,0,0.6,0,711,10034,1,240,11186,,,,,,,,
30,0.8,0.4,0,621,19,1,327,28,,,,,,,,
30,0,0.4,0,0,14805,1,973,14910,,,,,,,,
30,2.4,0.4,0,561,0,1,404,0,,,,,,,,
30,2.4,0.6,0,400,1,1,539,0,,,,,,,,
30,0,0.8,0,0,14638,1,954,14768,,,,,,,,
30,0.8,0.2,0,285,0,1,673,1,,,,,,,,
30,3.2,0.6,0,958,0,1,0,0,,,,,,,,
30,1.6,0.6,0,320,5,1,640,5,,,,,,,,
31,2.4,0.2,0,425,0,1,560,0,,,,,,,,
31,0,0.2,0,988,15665,1,0,14730,,,,,,,,
31,3.2,0.4,0,0,0,1,929,0,,,,,,,,
31,0.8,0.6,0,671,52,1,266,83,,,,,,,,
31,1.6,0.2,0,615,0,1,361,0,,,,,,,,
31,3.4,0.2,0,894,0,1,0,0,,,,,,,,
31,1.6,0.4,0,441,0,1,518,0,,,,,,,,
31,0,0.6,0,27,10038,1,930,12038,,,,,,,,
31,0.8,0.4,0,556,20,1,409,29,,,,,,,,
31,0,0.4,0,952,15782,1,8,14910,,,,,,,,
31,2.4,0.4,0,581,0,1,384,0,,,,,,,,
31,2.4,0.6,0,412,1,1,532,0,,,,,,,,
31,0,0.8,0,941,15635,1,0,14768,,,,,,,,
31,0.8,0.2,0,280,0,1,676,1,,,,,,,,
31,3.2,0.6,0,901,0,1,0,0,,,,,,,,
31,1.6,0.6,0,385,5,1,565,5,,,,,,,,
32,2.4,0.2,0,361,0,1,622,0,,,,,,,,
32,0,0.2,0,0,15665,1,990,15730,,,,,,,,
32,3.2,0.4,0,0,0,1,957,0,,,,,,,,
32,0.8,0.6,0,672,53,1,280,90,,,,,,,,
32,1.6,0.2,0,647,0,1,338,0,,,,,,,,
32,3.4,0.2,0,931,0,1,0,0,,,,,,,,
32,1.6,0.4,0,442,0,1,507,0,,,,,,,,
32,0,0.6,0,698,10741,1,252,12038,,,,,,,,
32,0.8,0.4,0,481,20,1,485,29,,,,,,,,
32,0,0.4,0,0,15782,1,967,15908,,,,,,,,
32,2.4,0.4,0,545,0,1,415,0,,,,,,,,
32,2.4,0.6,0,400,1,1,537,0,,,,,,,,
32,0,0.8,0,0,15635,1,941,15760,,,,,,,,
32,0.8,0.2,0,276,0,1,690,1,,,,,,,,
32,3.2,0.6,0,922,0,1,0,0,,,,,,,,
33,2.4,0.2,0,313,0,1,673,0,,,,,,,,
32,1.6,0.6,0,456,5,1,492,5,,,,,,,,
33,0,0.2,0,987,16665,1,0,15730,,,,,,,,
33,3.2,0.4,0,0,0,1,920,0,,,,,,,,
33,0.8,0.6,0,626,55,1,325,90,,,,,,,,
33,1.6,0.2,0,679,0,1,287,0,,,,,,,,
33,1.6,0.4,0,472,0,1,496,0,,,,,,,,
33,3.4,0.2,0,904,0,1,0,0,,,,,,,,
33,0.8,0.4,0,476,23,1,490,31,,,,,,,,
33,0,0.6,0,15,10741,1,942,12927,,,,,,,,
33,0,0.4,0,972,16776,1,0,15908,,,,,,,,
33,2.4,0.4,0,528,0,1,439,0,,,,,,,,
33,2.4,0.6,0,476,1,1,467,0,,,,,,,,
33,0.8,0.2,0,281,0,1,691,1,,,,,,,,
33,0,0.8,0,952,16620,1,0,15760,,,,,,,,
33,3.2,0.6,0,932,0,1,0,0,,,,,,,,
34,2.4,0.2,0,289,0,1,687,0,,,,,,,,
33,1.6,0.6,0,526,5,1,432,5,,,,,,,,
34,0,0.2,0,0,16665,1,987,16727,,,,,,,,
34,3.2,0.4,0,0,0,1,931,0,,,,,,,,
34,1.6,0.2,0,729,0,1,244,0,,,,,,,,
34,0.8,0.6,0,551,55,1,400,93,,,,,,,,
34,1.6,0.4,0,495,0,1,467,0,,,,,,,,
34,3.4,0.2,0,928,0,1,0,0,,,,,,,,
34,0.8,0.4,0,540,23,1,435,31,,,,,,,,
34,0,0.6,0,676,11425,1,286,12927,,,,,,,,
34,0,0.4,0,1,16776,1,962,16901,,,,,,,,
34,2.4,0.4,0,518,0,1,440,0,,,,,,,,
34,2.4,0.6,0,546,1,1,400,0,,,,,,,,
34,0.8,0.2,0,245,0,1,724,1,,,,,,,,
34,3.2,0.6,0,937,0,1,0,0,,,,,,,,
34,0,0.8,0,0,16620,1,943,16753,,,,,,,,
35,2.4,0.2,0,316,0,1,661,0,,,,,,,,
34,1.6,0.6,0,643,6,1,319,5,,,,,,,,
35,0,0.2,0,980,17665,1,0,16727,,,,,,,,
35,3.2,0.4,0,0,0,1,956,0,,,,,,,,
35,1.6,0.2,0,759,0,1,227,0,,,,,,,,
35,0.8,0.6,0,581,55,1,367,99,,,,,,,,
35,1.6,0.4,0,482,0,1,476,0,,,,,,,,
35,3.4,0.2,0,965,0,1,0,0,,,,,,,,
35,0.8,0.4,0,590,23,1,390,31,,,,,,,,
35,0,0.4,0,723,17511,1,205,16901,,,,,,,,
35,0,0.6,0,16,11429,1,937,13739,,,,,,,,
35,2.4,0.4,0,506,0,1,458,0,,,,,,,,
35,2.4,0.6,0,583,1,1,370,0,,,,,,,,
35,0.8,0.2,0,248,0,1,730,1,,,,,,,,
35,3.2,0.6,0,930,0,1,0,0,,,,,,,,
35,0,0.8,0,943,17617,1,0,16753,,,,,,,,
36,2.4,0.2,0,411,0,1,548,0,,,,,,,,
35,1.6,0.6,0,698,6,1,249,5,,,,,,,,
36,0,0.2,0,0,17665,1,984,17727,,,,,,,,
36,3.2,0.4,0,0,0,1,944,0,,,,,,,,
36,1.6,0.2,0,726,0,1,251,0,,,,,,,,
36,0.8,0.6,0,626,55,1,331,106,,,,,,,,
36,1.6,0.4,0,441,0,1,532,0,,,,,,,,
36,0.8,0.4,0,625,24,1,340,33,,,,,,,,
36,3.4,0.2,0,960,0,1,0,0,,,,,,,,
36,0,0.4,0,11,17511,1,957,17842,,,,,,,,
36,0,0.6,0,398,11836,1,554,13740,,,,,,,,
36,2.4,0.4,0,475,0,1,477,0,,,,,,,,
36,0.8,0.2,0,328,0,1,648,1,,,,,,,,
36,2.4,0.6,0,508,1,1,423,0,,,,,,,,
36,3.2,0.6,0,962,0,1,0,0,,,,,,,,
37,2.4,0.2,0,561,0,1,426,0,,,,,,,,
36,0,0.8,0,0,17617,1,944,17746,,,,,,,,
36,1.6,0.6,0,729,6,1,219,5,,,,,,,,
37,0,0.2,0,988,18663,1,0,17727,,,,,,,,
37,3.2,0.4,0,0,0,1,960,0,,,,,,,,
37,1.6,0.2,0,625,0,1,357,0,,,,,,,,
37,0.8,0.6,0,659,55,1,304,108,,,,,,,,
37,1.6,0.4,0,397,0,1,575,0,,,,,,,,
37,0.8,0.4,0,661,24,1,308,33,,,,,,,,
37,0,0.4,0,862,18374,1,99,17842,,,,,,,,
37,3.4,0.2,0,976,0,1,0,0,,,,,,,,
37,0,0.6,0,87,11840,1,877,14288,,,,,,,,
37,2.4,0.4,0,420,0,1,545,0,,,,,,,,
37,0.8,0.2,0,477,0,1,479,1,,,,,,,,
37,2.4,0.6,0,404,1,1,536,0,,,,,,,,
37,3.2,0.6,0,942,0,1,0,0,,,,,,,,
38,2.4,0.2,0,650,0,1,317,0,,,,,,,,
37,0,0.8,0,951,18615,1,0,17746,,,,,,,,
37,1.6,0.6,0,656,6,1,286,5,,,,,,,,
38,0,0.2,0,0,18663,1,990,18727,,,,,,,,
38,3.2,0.4,0,0,0,1,944,0,,,,,,,,
38,1.6,0.2,0,430,0,1,556,0,,,,,,,,
38,0.8,0.6,0,731,56,1,210,112,,,,,,,,
38,1.6,0.4,0,319,0,1,652,0,,,,,,,,
38,0.8,0.4,0,676,25,1,282,33,,,,,,,,
38,0,0.4,0,7,18375,1,963,18788,,,,,,,,
38,0,0.6,0,768,12492,1,175,14290,,,,,,,,
38,3.4,0.2,0,968,0,1,0,0,,,,,,,,
38,2.4,0.4,0,360,0,1,606,0,,,,,,,,
38,0.8,0.2,0,618,0,1,366,1,,,,,,,,
38,2.4,0.6,0,338,1,1,612,0,,,,,,,,
38,3.2,0.6,0,928,0,1,0,0,,,,,,,,
39,2.4,0.2,0,666,0,1,297,0,,,,,,,,
38,0,0.8,0,0,18615,1,948,18719,,,,,,,,
38,1.6,0.6,0,559,7,1,397,5,,,,,,,,
39,0,0.2,0,989,19662,1,0,18727,,,,,,,,
39,3.2,0.4,0,0,0,1,918,0,,,,,,,,
39,1.6,0.2,0,254,0,1,735,0,,,,,,,,
39,0.8,0.6,0,775,58,1,180,119,,,,,,,,
39,1.6,0.4,0,334,0,1,632,0,,,,,,,,
39,0.8,0.4,0,649,28,1,310,35,,,,,,,,
39,0,0.4,0,868,19250,1,95,18788,,,,,,,,
39,0,0.6,0,3,12492,1,957,15227,,,,,,,,
39,3.4,0.2,0,968,0,1,0,0,,,,,,,,
39,2.4,0.4,0,346,0,1,617,0,,,,,,,,
39,0.8,0.2,0,669,0,1,319,1,,,,,,,,
39,2.4,0.6,0,302,1,1,650,0,,,,,,,,
39,3.2,0.6,0,901,0,1,0,0,,,,,,,,
40,2.4,0.2,0,614,0,1,374,0,,,,,,,,
39,0,0.8,0,952,19613,1,0,18719,,,,,,,,
39,1.6,0.6,0,483,7,1,479,5,,,,,,,,
40,0,0.2,0,0,19662,1,988,19726,,,,,,,,
40,3.2,0.4,0,0,0,1,870,0,,,,,,,,
40,1.6,0.2,0,213,0,1,764,0,,,,,,,,
40,0.8,0.6,0,742,59,1,203,123,,,,,,,,
40,1.6,0.4,0,447,0,1,507,0,,,,,,,,
40,0,0.4,0,9,19250,1,964,19759,,,,,,,,
40,0.8,0.4,0,617,28,1,326,35,,,,,,,,
40,0,0.6,0,949,13475,1,0,15227,,,,,,,,
40,3.4,0.2,0,878,0,1,0,0,,,,,,,,
40,2.4,0.4,0,369,0,1,604,0,,,,,,,,
40,2.4,0.6,0,315,1,1,657,0,,,,,,,,
40,0.8,0.2,0,603,0,1,380,1,,,,,,,,
40,3.2,0.6,0,917,0,1,0,0,,,,,,,,
41,2.4,0.2,0,497,0,1,479,0,,,,,,,,
40,0,0.8,0,0,19613,1,952,19719,,,,,,,,
40,1.6,0.6,0,452,7,1,509,5,,,,,,,,
41,0,0.2,0,988,20661,1,0,19726,,,,,,,,
41,3.2,0.4,0,0,0,1,952,0,,,,,,,,
41,1.6,0.2,0,277,0,1,706,0,,,,,,,,
41,0.8,0.6,0,560,61,1,387,124,,,,,,,,
41,1.6,0.4,0,602,0,1,364,0,,,,,,,,
41,0,0.4,0,961,20232,1,6,19759,,,,,,,,
41,0.8,0.4,0,589,30,1,317,36,,,,,,,,
41,0,0.6,0,0,13475,1,962,16220,,,,,,,,
41,3.4,0.2,0,973,0,1,0,0,,,,,,,,
41,2.4,0.4,0,352,0,1,610,0,,,,,,,,
41,2.4,0.6,0,385,1,1,576,0,,,,,,,,
41,0.8,0.2,0,499,0,1,487,1,,,,,,,,
41,3.2,0.6,0,912,0,1,0,0,,,,,,,,
41,0,0.8,0,957,20613,1,0,19719,,,,,,,,
41,1.6,0.6,0,522,7,1,428,5,,,,,,,,
42,2.4,0.2,0,429,0,1,555,0,,,,,,,,
42,0,0.2,0,0,20661,1,991,20726,,,,,,,,
42,3.2,0.4,0,0,0,1,943,0,,,,,,,,
42,1.6,0.2,0,411,0,1,580,0,,,,,,,,
42,0.8,0.6,0,340,63,1,618,125,,,,,,,,
42,1.6,0.4,0,677,0,1,286,0,,,,,,,,
42,0,0.4,0,4,20232,1,966,20748,,,,,,,,
42,0.8,0.4,0,589,31,1,372,37,,,,,,,,
42,0,0.6,0,948,14458,1,0,16220,,,,,,,,
42,3.4,0.2,0,946,0,1,0,0,,,,,,,,
42,2.4,0.4,0,355,0,1,608,0,,,,,,,,
42,2.4,0.6,0,479,1,1,464,0,,,,,,,,
42,0.8,0.2,0,429,0,1,550,1,,,,,,,,
42,3.2,0.6,0,943,0,1,0,0,,,,,,,,
42,0,0.8,0,0,20613,1,944,20713,,,,,,,,
43,2.4,0.2,0,424,0,1,547,0,,,,,,,,
42,1.6,0.6,0,632,7,1,317,5,,,,,,,,
43,0,0.2,0,987,21660,1,1,20726,,,,,,,,
43,3.2,0.4,0,0,0,1,952,0,,,,,,,,
43,1.6,0.2,0,583,0,1,401,0,,,,,,,,
43,1.6,0.4,0,675,0,1,290,0,,,,,,,,
43,0.8,0.6,0,241,70,1,710,127,,,,,,,,
43,0,0.4,0,969,21211,1,4,20748,,,,,,,,
43,0.8,0.4,0,499,32,1,466,37,,,,,,,,
43,0,0.6,0,0,14458,1,952,17214,,,,,,,,
43,3.4,0.2,0,941,0,1,0,0,,,,,,,,
43,2.4,0.4,0,374,0,1,587,0,,,,,,,,
43,0.8,0.2,0,407,0,1,571,1,,,,,,,,
43,2.4,0.6,0,585,1,1,369,0,,,,,,,,
43,3.2,0.6,0,915,0,1,0,0,,,,,,,,
44,2.4,0.2,0,392,0,1,586,0,,,,,,,,
43,0,0.8,0,954,21612,1,0,20713,,,,,,,,
43,1.6,0.6,0,688,7,1,270,5,,,,,,,,
44,0,0.2,0,0,21660,1,990,21724,,,,,,,,
44,3.2,0.4,0,0,0,1,938,0,,,,,,,,
44,1.6,0.2,0,701,0,1,283,0,,,,,,,,
44,1.6,0.4,0,620,0,1,342,0,,,,,,,,
44,0.8,0.6,0,266,72,1,690,128,,,,,,,,
44,0,0.4,0,0,21211,1,974,21748,,,,,,,,
44,0.8,0.4,0,381,32,1,581,37,,,,,,,,
44,0,0.6,0,964,15447,1,0,17214,,,,,,,,
44,3.4,0.2,0,958,0,1,0,0,,,,,,,,
44,2.4,0.4,0,423,0,1,539,0,,,,,,,,
44,0.8,0.2,0,401,0,1,583,1,,,,,,,,
44,2.4,0.6,0,616,1,1,328,0,,,,,,,,
44,3.2,0.6,0,934,0,1,0,0,,,,,,,,
45,2.4,0.2,0,350,0,1,625,0,,,,,,,,
44,0,0.8,0,0,21612,1,923,21704,,,,,,,,
44,1.6,0.6,0,629,7,1,300,5,,,,,,,,
45,0,0.2,0,994,22660,1,0,21724,,,,,,,,
45,3.2,0.4,0,0,0,1,920,0,,,,,,,,
45,1.6,0.2,0,659,0,1,321,0,,,,,,,,
45,1.6,0.4,0,596,0,1,366,0,,,,,,,,
45,0,0.4,0,944,22193,1,6,21748,,,,,,,,
45,0.8,0.6,0,383,77,1,564,130,,,,,,,,
45,0,0.6,0,0,15447,1,951,18208,,,,,,,,
45,0.8,0.4,0,305,32,1,658,37,,,,,,,,
45,2.4,0.4,0,535,0,1,428,0,,,,,,,,
45,3.4,0.2,0,965,0,1,0,0,,,,,,,,
45,0.8,0.2,0,445,0,1,536,1,,,,,,,,
45,2.4,0.6,0,531,1,1,412,0,,,,,,,,
45,3.2,0.6,0,941,0,1,0,0,,,,,,,,
46,2.4,0.2,0,325,0,1,661,0,,,,,,,,
45,0,0.8,0,961,22611,1,0,21704,,,,,,,,
46,0,0.2,0,0,22660,1,985,22724,,,,,,,,
45,1.6,0.6,0,451,7,1,493,5,,,,,,,,
46,3.2,0.4,0,0,0,1,942,0,,,,,,,,
46,1.6,0.2,0,579,0,1,400,0,,,,,,,,
46,1.6,0.4,0,541,0,1,415,0,,,,,,,,
46,0,0.4,0,1,22193,1,972,22739,,,,,,,,
46,0.8,0.6,0,501,79,1,460,131,,,,,,,,
46,0,0.6,0,952,16418,1,0,18208,,,,,,,,
46,0.8,0.4,0,313,32,1,651,37,,,,,,,,
46,2.4,0.4,0,623,0,1,339,0,,,,,,,,
46,3.4,0.2,0,972,0,1,0,0,,,,,,,,
46,0.8,0.2,0,495,0,1,481,1,,,,,,,,
46,2.4,0.6,0,375,1,1,562,0,,,,,,,,
46,3.2,0.6,0,943,0,1,0,0,,,,,,,,
47,2.4,0.2,0,389,0,1,593,0,,,,,,,,
47,0,0.2,0,997,23660,1,0,22724,,,,,,,,
46,0,0.8,0,0,22611,1,936,22690,,,,,,,,
46,1.6,0.6,0,340,7,1,613,5,,,,,,,,
47,3.2,0.4,0,0,0,1,898,0,,,,,,,,
47,1.6,0.2,0,538,0,1,411,0,,,,,,,,
47,1.6,0.4,0,482,0,1,476,0,,,,,,,,
47,0,0.4,0,954,23164,1,4,22739,,,,,,,,
47,0.8,0.6,0,568,81,1,382,133,,,,,,,,
47,0,0.6,0,0,16418,1,967,19200,,,,,,,,
47,0.8,0.4,0,368,33,1,582,37,,,,,,,,
47,2.4,0.4,0,632,0,1,327,0,,,,,,,,
47,3.4,0.2,0,957,0,1,0,0,,,,,,,,
47,0.8,0.2,0,603,0,1,377,1,,,,,,,,
47,2.4,0.6,0,278,1,1,681,0,,,,,,,,
47,3.2,0.6,0,906,0,1,0,0,,,,,,,,
48,2.4,0.2,0,448,0,1,539,0,,,,,,,,
48,0,0.2,0,0,23660,1,988,23724,,,,,,,,
47,0,0.8,0,949,23602,1,0,22690,,,,,,,,
47,1.6,0.6,0,322,8,1,636,5,,,,,,,,
48,1.6,0.2,0,534,0,1,432,0,,,,,,,,
48,3.2,0.4,0,0,0,1,917,0,,,,,,,,
48,0,0.4,0,1,23164,1,977,23732,,,,,,,,
48,1.6,0.4,0,483,0,1,482,0,,,,,,,,
48,0.8,0.6,0,581,85,1,375,134,,,,,,,,
48,0,0.6,0,926,17362,1,20,19200,,,,,,,,
48,0.8,0.4,0,522,33,1,441,37,,,,,,,,
48,2.4,0.4,0,589,0,1,379,0,,,,,,,,
48,3.4,0.2,0,961,0,1,0,0,,,,,,,,
48,0.8,0.2,0,703,0,1,287,1,,,,,,,,
48,2.4,0.6,0,222,1,1,720,0,,,,,,,,
48,3.2,0.6,0,924,0,1,0,0,,,,,,,,
49,0,0.2,0,978,24659,1,0,23724,,,,,,,,
49,2.4,0.2,0,504,0,1,480,0,,,,,,,,
48,1.6,0.6,0,420,8,1,530,5,,,,,,,,
48,0,0.8,0,0,23602,1,953,23677,,,,,,,,
49,1.6,0.2,0,490,0,1,474,0,,,,,,,,
49,3.2,0.4,0,0,0,1,909,0,,,,,,,,
49,0,0.4,0,962,24151,1,3,23732,,,,,,,,
49,0.8,0.6,0,484,87,1,463,136,,,,,,,,
49,1.6,0.4,0,534,0,1,439,0,,,,,,,,
49,0,0.6,0,1,17362,1,949,20190,,,,,,,,
49,2.4,0.4,0,477,0,1,485,0,,,,,,,,
49,0.8,0.4,0,618,33,1,353,38,,,,,,,,
49,3.4,0.2,0,911,0,1,0,0,,,,,,,,
49,0.8,0.2,0,758,0,1,220,1,,,,,,,,
49,2.4,0.6,0,268,1,1,673,0,,,,,,,,
49,3.2,0.6,0,907,0,1,0,0,,,,,,,,
50,0,0.2,0,0,24659,1,989,24724,,,,,,,,
50,2.4,0.2,0,533,0,1,461,0,,,,,,,,
49,1.6,0.6,0,512,8,1,449,5,,,,,,,,
49,0,0.8,0,949,24591,1,0,23677,,,,,,,,
50,1.6,0.2,0,399,0,1,559,0,,,,,,,,
50,3.2,0.4,0,0,0,1,953,0,,,,,,,,
50,0,0.4,0,0,24151,1,977,24726,,,,,,,,
50,1.6,0.4,0,651,0,1,321,0,,,,,,,,
50,0.8,0.6,0,356,90,1,568,139,,,,,,,,
50,0,0.6,0,926,18319,1,3,20190,,,,,,,,
50,2.4,0.4,0,376,0,1,594,0,,,,,,,,
50,0.8,0.4,0,639,33,1,329,38,,,,,,,,
50,3.4,0.2,0,931,0,1,0,0,,,,,,,,
50,0.8,0.2,0,680,0,1,291,1,,,,,,,,
50,2.4,0.6,0,353,1,1,606,0,,,,,,,,
50,3.2,0.6,0,939,0,1,0,0,,,,,,,,
51,0,0.2,0,984,25654,1,0,24724,,,,,,,,
51,2.4,0.2,0,576,0,1,415,0,,,,,,,,
50,1.6,0.6,0,490,8,1,455,5,,,,,,,,
50,0,0.8,0,0,24591,1,948,24658,,,,,,,,
51,1.6,0.2,0,348,0,1,629,0,,,,,,,,
51,3.2,0.4,0,0,0,1,847,0,,,,,,,,
51,0,0.4,0,972,25151,1,0,24726,,,,,,,,
51,1.6,0.4,0,716,0,1,249,0,,,,,,,,
51,0.8,0.6,0,395,96,1,545,140,,,,,,,,
51,0,0.6,0,2,18319,1,955,21182,,,,,,,,
51,2.4,0.4,0,362,0,1,605,0,,,,,,,,
51,3.4,0.2,0,883,0,1,0,0,,,,,,,,
51,0.8,0.4,0,603,34,1,352,39,,,,,,,,
51,0.8,0.2,0,516,0,1,477,1,,,,,,,,
51,2.4,0.6,0,393,1,1,565,0,,,,,,,,
52,0,0.2,0,0,25654,1,993,25724,,,,,,,,
51,3.2,0.6,0,937,0,1,0,0,,,,,,,,
52,2.4,0.2,0,646,0,1,339,0,,,,,,,,
51,1.6,0.6,0,426,8,1,529,5,,,,,,,,
51,0,0.8,0,947,25587,1,0,24658,,,,,,,,
52,1.6,0.2,0,333,0,1,653,0,,,,,,,,
52,3.2,0.4,0,0,0,1,958,0,,,,,,,,
52,0,0.4,0,0,25151,1,963,25726,,,,,,,,
52,1.6,0.4,0,733,0,1,235,0,,,,,,,,
52,0.8,0.6,0,540,99,1,417,141,,,,,,,,
52,0,0.6,0,950,19302,1,0,21182,,,,,,,,
52,2.4,0.4,0,420,0,1,536,0,,,,,,,,
52,0.8,0.2,0,339,0,1,647,1,,,,,,,,
52,0.8,0.4,0,579,35,1,395,41,,,,,,,,
52,3.4,0.2,0,967,0,1,0,0,,,,,,,,
52,2.4,0.6,0,393,1,1,555,0,,,,,,,,
53,0,0.2,0,945,26635,1,5,25724,,,,,,,,
52,3.2,0.6,0,925,0,1,0,0,,,,,,,,
53,2.4,0.2,0,666,0,1,320,0,,,,,,,,
52,1.6,0.6,0,387,8,1,569,6,,,,,,,,
52,0,0.8,0,0,25587,1,946,25644,,,,,,,,
53,1.6,0.2,0,360,0,1,613,0,,,,,,,,
53,3.2,0.4,0,0,0,1,948,0,,,,,,,,
53,0,0.4,0,966,26142,1,0,25726,,,,,,,,
53,1.6,0.4,0,702,0,1,257,0,,,,,,,,
53,0.8,0.6,0,625,99,1,321,146,,,,,,,,
53,0,0.6,0,0,19302,1,961,22178,,,,,,,,
53,2.4,0.4,0,525,0,1,445,0,,,,,,,,
53,0.8,0.2,0,259,0,1,724,1,,,,,,,,
53,0.8,0.4,0,559,35,1,411,41,,,,,,,,
53,3.4,0.2,0,944,0,1,0,0,,,,,,,,
53,2.4,0.6,0,350,1,1,607,0,,,,,,,,
54,0,0.2,0,1,26635,1,989,26722,,,,,,,,
53,3.2,0.6,0,922,0,1,0,0,,,,,,,,
54,2.4,0.2,0,605,0,1,375,0,,,,,,,,
53,1.6,0.6,0,365,8,1,585,6,,,,,,,,
53,0,0.8,0,952,26580,1,0,25644,,,,,,,,
54,1.6,0.2,0,449,0,1,521,0,,,,,,,,
54,3.2,0.4,0,0,0,1,955,0,,,,,,,,
54,0,0.4,0,0,26142,1,967,26724,,,,,,,,
54,1.6,0.4,0,628,0,1,320,0,,,,,,,,
54,0,0.6,0,951,20284,1,0,22178,,,,,,,,
54,0.8,0.6,0,622,99,1,329,148,,,,,,,,
54,2.4,0.4,0,619,0,1,352,0,,,,,,,,
54,0.8,0.2,0,250,0,1,740,1,,,,,,,,
54,0.8,0.4,0,542,35,1,432,42,,,,,,,,
54,3.4,0.2,0,913,0,1,0,0,,,,,,,,
54,2.4,0.6,0,291,1,1,663,0,,,,,,,,
55,0,0.2,0,947,27586,1,23,26722,,,,,,,,
54,3.2,0.6,0,895,0,1,0,0,,,,,,,,
55,2.4,0.2,0,473,0,1,514,0,,,,,,,,
54,1.6,0.6,0,418,8,1,538,6,,,,,,,,
54,0,0.8,0,0,26580,1,933,26618,,,,,,,,
55,1.6,0.2,0,471,0,1,491,0,,,,,,,,
55,3.2,0.4,0,0,0,1,956,0,,,,,,,,
55,0,0.4,0,973,27140,1,0,26724,,,,,,,,
55,1.6,0.4,0,487,0,1,460,0,,,,,,,,
55,0,0.6,0,0,20284,1,954,23168,,,,,,,,
55,0.8,0.6,0,559,102,1,392,151,,,,,,,,
55,0.8,0.2,0,263,0,1,730,1,,,,,,,,
55,2.4,0.4,0,677,0,1,292,0,,,,,,,,
55,0.8,0.4,0,488,35,1,478,42,,,,,,,,
55,3.4,0.2,0,944,0,1,0,0,,,,,,,,
56,0,0.2,0,2,27586,1,988,27719,,,,,,,,
55,2.4,0.6,0,337,1,1,626,0,,,,,,,,
55,3.2,0.6,0,905,0,1,0,0,,,,,,,,
56,2.4,0.2,0,356,0,1,630,0,,,,,,,,
55,1.6,0.6,0,430,8,1,519,6,,,,,,,,
55,0,0.8,0,956,27567,1,0,26618,,,,,,,,
56,1.6,0.2,0,485,0,1,498,0,,,,,,,,
56,3.2,0.4,0,0,0,1,948,0,,,,,,,,
56,0,0.4,0,0,27140,1,967,27710,,,,,,,,
56,1.6,0.4,0,431,0,1,535,0,,,,,,,,
56,0,0.6,0,939,21269,1,0,23168,,,,,,,,
56,0.8,0.6,0,442,107,1,508,153,,,,,,,,
56,0.8,0.2,0,328,0,1,654,1,,,,,,,,
56,2.4,0.4,0,636,0,1,328,0,,,,,,,,
56,0.8,0.4,0,458,35,1,495,42,,,,,,,,
56,3.4,0.2,0,957,0,1,0,0,,,,,,,,
57,0,0.2,0,958,28547,1,14,27719,,,,,,,,
56,2.4,0.6,0,451,1,1,515,0,,,,,,,,
56,3.2,0.6,0,959,0,1,0,0,,,,,,,,
57,2.4,0.2,0,271,0,1,713,0,,,,,,,,
56,1.6,0.6,0,387,9,1,541,6,,,,,,,,
56,0,0.8,0,0,27567,1,928,27587,,,,,,,,
57,1.6,0.2,0,504,0,1,473,0,,,,,,,,
57,3.2,0.4,0,0,0,1,948,0,,,,,,,,
57,0,0.4,0,962,28137,1,0,27710,,,,,,,,
57,1.6,0.4,0,494,0,1,462,0,,,,,,,,
57,0,0.6,0,0,21269,1,957,24167,,,,,,,,
57,0.8,0.6,0,365,108,1,593,156,,,,,,,,
57,2.4,0.4,0,543,0,1,419,0,,,,,,,,
57,0.8,0.2,0,401,0,1,580,1,,,,,,,,
57,0.8,0.4,0,460,35,1,500,43,,,,,,,,
